         300           4
  3.034939E-02  3.000000E-02  2.650596E-01  4.382463E-05  9.902010E-06  2.513377E-04       52        9  9.877207E+02
  3.105632E-02  3.069879E-02  2.698968E-01  4.650641E-05  1.082631E-05  2.785437E-04       63        9  9.186583E+02
  3.177972E-02  3.141385E-02  2.745572E-01  4.913425E-05  1.129845E-05  2.898950E-04       77        9  8.544243E+02
  3.251996E-02  3.214558E-02  2.785311E-01  5.202175E-05  1.217685E-05  3.153307E-04       97       16  7.946850E+02
  3.327745E-02  3.289434E-02  2.825506E-01  5.478546E-05  1.277607E-05  3.310494E-04      111       20  7.391295E+02
  3.405258E-02  3.366055E-02  2.866665E-01  5.747301E-05  1.312162E-05  3.379244E-04      132       27  6.874681E+02
  3.484577E-02  3.444461E-02  2.908829E-01  6.044231E-05  1.406156E-05  3.654414E-04      150       32  6.394309E+02
  3.565743E-02  3.524692E-02  2.949245E-01  6.465537E-05  1.861799E-05  5.187918E-04      173       36  5.947666E+02
  3.648800E-02  3.606793E-02  2.982988E-01  7.004858E-05  2.667482E-05  7.943182E-04      212       42  5.532412E+02
  3.733791E-02  3.690806E-02  3.017094E-01  7.358710E-05  2.900940E-05  8.705958E-04      244       50  5.146365E+02
  3.820762E-02  3.776776E-02  3.052039E-01  7.538831E-05  2.675888E-05  7.870340E-04      284       58  4.787496E+02
  3.909759E-02  3.864748E-02  3.087838E-01  8.002680E-05  3.307724E-05  1.002207E-03      322       65  4.453913E+02
  4.000829E-02  3.954770E-02  3.121909E-01  8.615602E-05  4.382674E-05  1.371844E-03      354       74  4.143855E+02
  4.094021E-02  4.046888E-02  3.149672E-01  9.072557E-05  4.990709E-05  1.578983E-03      415       91  3.855682E+02
  4.189383E-02  4.141153E-02  3.177677E-01  9.293661E-05  4.892793E-05  1.540426E-03      471      107  3.587866E+02
  4.286966E-02  4.237612E-02  3.206351E-01  9.517694E-05  4.796000E-05  1.502129E-03      528      119  3.338987E+02
  4.386822E-02  4.336319E-02  3.235710E-01  9.990326E-05  5.464169E-05  1.730519E-03      582      136  3.107720E+02
  4.489004E-02  4.437325E-02  3.263432E-01  1.035869E-04  5.897080E-05  1.877180E-03      629      146  2.892832E+02
